nomination_id,facility_id,production_date,product,nominated_volume,customer_group,contract_type,status,effective_start_date,effective_end_date
NOM-00000222,FAC-004,2026-05-12,GAS,74423.028,Operations,Interruptible,ACTIVE,2026-05-12,2026-05-12
NOM-00000223,FAC-004,2026-05-13,CRUDE,77283.436,Internal Forecast,Water Services,ACTIVE,2026-05-13,2026-05-13
NOM-00000224,FAC-004,2026-05-14,CRUDE,71834.089,Operations,Interruptible,ACTIVE,2026-05-14,2026-05-14
NOM-00000225,FAC-004,2026-05-15,GAS,68328.513,Commercial,Firm,ACTIVE,2026-05-15,2026-05-15
NOM-00000226,FAC-004,2026-05-16,GAS,70828.475,Commercial,Interruptible,ACTIVE,2026-05-16,2026-05-16
NOM-00000227,FAC-004,2026-05-17,GAS,70828.328,Third-Party,Gathering,ACTIVE,2026-05-17,2026-05-17
NOM-00000228,FAC-004,2026-05-18,NGL,71078.55,Commercial,Water Services,ACTIVE,2026-05-18,2026-05-18
NOM-00000229,FAC-004,2026-05-19,CRUDE,73813.746,Affiliate,Interruptible,ACTIVE,2026-05-19,2026-05-19
NOM-00000230,FAC-004,2026-05-20,GAS,69679.912,Operations,Processing,REVISED,2026-05-20,2026-05-20
NOM-00000231,FAC-004,2026-05-21,PRODUCED_WATER,70375.002,Internal Forecast,Firm,ACTIVE,2026-05-21,2026-05-21
NOM-00000232,FAC-004,2026-05-22,GAS,63691.308,Third-Party,Gathering,ACTIVE,2026-05-22,2026-05-22
NOM-00000233,FAC-004,2026-05-23,GAS,71018.288,Commercial,Processing,ACTIVE,2026-05-23,2026-05-23
NOM-00000234,FAC-004,2026-05-24,PRODUCED_WATER,73528.679,Internal Forecast,Water Services,ACTIVE,2026-05-24,2026-05-24
NOM-00000235,FAC-004,2026-05-25,GAS,70425.011,Internal Forecast,Firm,REVISED,2026-05-25,2026-05-25
NOM-00000236,FAC-004,2026-05-26,GAS,68395.06,Affiliate,Firm,ACTIVE,2026-05-26,2026-05-26
NOM-00000237,FAC-004,2026-05-27,GAS,71753.61,Operations,Interruptible,ACTIVE,2026-05-27,2026-05-27
NOM-00000238,FAC-004,2026-05-28,PRODUCED_WATER,64104.744,Affiliate,Interruptible,ACTIVE,2026-05-28,2026-05-28
NOM-00000239,FAC-004,2026-05-29,GAS,77907.554,Operations,Firm,ACTIVE,2026-05-29,2026-05-29
NOM-00000240,FAC-004,2026-05-30,GAS,67259.93,Internal Forecast,Water Services,ACTIVE,2026-05-30,2026-05-30
NOM-00000241,FAC-005,2026-04-01,PRODUCED_WATER,83555.802,Commercial,Water Services,ACTIVE,2026-04-01,2026-04-01
NOM-00000242,FAC-005,2026-04-02,GAS,84740.919,Operations,Gathering,ACTIVE,2026-04-02,2026-04-02
NOM-00000243,FAC-005,2026-04-03,GAS,78306.401,Operations,Interruptible,ACTIVE,2026-04-03,2026-04-03
NOM-00000244,FAC-005,2026-04-04,GAS,85912.193,Commercial,Processing,ACTIVE,2026-04-04,2026-04-04
NOM-00000245,FAC-005,2026-04-05,NGL,80836.777,Operations,Gathering,ACTIVE,2026-04-05,2026-04-05
NOM-00000246,FAC-005,2026-04-06,GAS,79098.861,Internal Forecast,Firm,ACTIVE,2026-04-06,2026-04-06
NOM-00000247,FAC-005,2026-04-07,GAS,83689.65,Commercial,Firm,ACTIVE,2026-04-07,2026-04-07
NOM-00000248,FAC-005,2026-04-08,CRUDE,84193.943,Commercial,Water Services,ACTIVE,2026-04-08,2026-04-08
NOM-00000249,FAC-005,2026-04-09,GAS,85384.849,Commercial,Interruptible,ACTIVE,2026-04-09,2026-04-09
NOM-00000250,FAC-005,2026-04-10,GAS,91763.959,Operations,Processing,ACTIVE,2026-04-10,2026-04-10
NOM-00000251,FAC-005,2026-04-11,NGL,84977.674,Third-Party,Processing,ACTIVE,2026-04-11,2026-04-11
NOM-00000252,FAC-005,2026-04-12,GAS,78943.012,Internal Forecast,Firm,ACTIVE,2026-04-12,2026-04-12
NOM-00000253,FAC-005,2026-04-13,NGL,86973.171,Third-Party,Gathering,ACTIVE,2026-04-13,2026-04-13
NOM-00000254,FAC-005,2026-04-14,NGL,84279.613,Operations,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000255,FAC-005,2026-04-15,GAS,79064.272,Operations,Gathering,ACTIVE,2026-04-15,2026-04-15
NOM-00000256,FAC-005,2026-04-16,NGL,87417.633,Affiliate,Processing,ACTIVE,2026-04-16,2026-04-16
NOM-00000257,FAC-005,2026-04-17,GAS,77589.89,Commercial,Gathering,ACTIVE,2026-04-17,2026-04-17
NOM-00000258,FAC-005,2026-04-18,NGL,87065.849,Third-Party,Processing,ACTIVE,2026-04-18,2026-04-18
NOM-00000259,FAC-005,2026-04-19,NGL,79349.196,Internal Forecast,Firm,ACTIVE,2026-04-19,2026-04-19
NOM-00000260,FAC-005,2026-04-20,GAS,76000.838,Operations,Processing,REVISED,2026-04-20,2026-04-20
NOM-00000261,FAC-005,2026-04-21,CRUDE,79108.762,Operations,Processing,ACTIVE,2026-04-21,2026-04-21
NOM-00000262,FAC-005,2026-04-22,GAS,71525.977,Third-Party,Gathering,REVISED,2026-04-22,2026-04-22
NOM-00000263,FAC-005,2026-04-23,CRUDE,92253.306,Internal Forecast,Processing,ACTIVE,2026-04-23,2026-04-23
NOM-00000264,FAC-005,2026-04-24,GAS,80879.048,Affiliate,Gathering,ACTIVE,2026-04-24,2026-04-24
NOM-00000265,FAC-005,2026-04-25,GAS,90472.041,Internal Forecast,Gathering,ACTIVE,2026-04-25,2026-04-25
NOM-00000266,FAC-005,2026-04-26,GAS,84920.193,Third-Party,Interruptible,ACTIVE,2026-04-26,2026-04-26
NOM-00000267,FAC-005,2026-04-27,GAS,75667.827,Internal Forecast,Processing,ACTIVE,2026-04-27,2026-04-27
NOM-00000268,FAC-005,2026-04-28,NGL,83565.129,Affiliate,Processing,ACTIVE,2026-04-28,2026-04-28
NOM-00000269,FAC-005,2026-04-29,GAS,83417.803,Commercial,Processing,ACTIVE,2026-04-29,2026-04-29
NOM-00000270,FAC-005,2026-04-30,GAS,85741.33,Third-Party,Processing,ACTIVE,2026-04-30,2026-04-30
NOM-00000271,FAC-005,2026-05-01,GAS,82207.948,Operations,Gathering,ACTIVE,2026-05-01,2026-05-01
NOM-00000272,FAC-005,2026-05-02,PRODUCED_WATER,69184.74,Operations,Gathering,ACTIVE,2026-05-02,2026-05-02
NOM-00000273,FAC-005,2026-05-03,CRUDE,86269.973,Commercial,Water Services,ACTIVE,2026-05-03,2026-05-03
NOM-00000274,FAC-005,2026-05-04,CRUDE,88910.057,Affiliate,Interruptible,REVISED,2026-05-04,2026-05-04
NOM-00000275,FAC-005,2026-05-05,NGL,77254.905,Third-Party,Water Services,ACTIVE,2026-05-05,2026-05-05
NOM-00000276,FAC-005,2026-05-06,NGL,94945.675,Third-Party,Interruptible,ACTIVE,2026-05-06,2026-05-06
NOM-00000277,FAC-005,2026-05-07,GAS,77999.129,Affiliate,Gathering,ACTIVE,2026-05-07,2026-05-07
NOM-00000278,FAC-005,2026-05-08,GAS,99783.233,Operations,Gathering,REVISED,2026-05-08,2026-05-08
NOM-00000279,FAC-005,2026-05-09,GAS,89252.732,Third-Party,Interruptible,ACTIVE,2026-05-09,2026-05-09
NOM-00000280,FAC-005,2026-05-10,CRUDE,81536.972,Internal Forecast,Water Services,ACTIVE,2026-05-10,2026-05-10
NOM-00000281,FAC-005,2026-05-11,PRODUCED_WATER,68489.624,Third-Party,Gathering,ACTIVE,2026-05-11,2026-05-11
NOM-00000282,FAC-005,2026-05-12,GAS,85393.78,Operations,Firm,ACTIVE,2026-05-12,2026-05-12
NOM-00000283,FAC-005,2026-05-13,GAS,85847.088,Internal Forecast,Processing,ACTIVE,2026-05-13,2026-05-13
NOM-00000284,FAC-005,2026-05-14,CRUDE,78349.163,Commercial,Firm,ACTIVE,2026-05-14,2026-05-14
NOM-00000285,FAC-005,2026-05-15,GAS,80238.489,Third-Party,Interruptible,ACTIVE,2026-05-15,2026-05-15
NOM-00000286,FAC-005,2026-05-16,PRODUCED_WATER,75048.98,Third-Party,Processing,ACTIVE,2026-05-16,2026-05-16
NOM-00000287,FAC-005,2026-05-17,GAS,90458.773,Third-Party,Processing,ACTIVE,2026-05-17,2026-05-17
NOM-00000288,FAC-005,2026-05-18,GAS,81753.68,Affiliate,Firm,ACTIVE,2026-05-18,2026-05-18
NOM-00000289,FAC-005,2026-05-19,GAS,77973.418,Commercial,Water Services,ACTIVE,2026-05-19,2026-05-19
NOM-00000290,FAC-005,2026-05-20,GAS,86410.879,Commercial,Processing,ACTIVE,2026-05-20,2026-05-20
NOM-00000291,FAC-005,2026-05-21,GAS,90562.911,Third-Party,Interruptible,ACTIVE,2026-05-21,2026-05-21
NOM-00000292,FAC-005,2026-05-22,CRUDE,86605.264,Operations,Water Services,ACTIVE,2026-05-22,2026-05-22
NOM-00000293,FAC-005,2026-05-23,GAS,86547.634,Third-Party,Interruptible,ACTIVE,2026-05-23,2026-05-23
NOM-00000294,FAC-005,2026-05-24,GAS,91361.162,Affiliate,Firm,ACTIVE,2026-05-24,2026-05-24
NOM-00000295,FAC-005,2026-05-25,GAS,87484.763,Affiliate,Firm,ACTIVE,2026-05-25,2026-05-25
NOM-00000296,FAC-005,2026-05-26,CRUDE,75570.666,Commercial,Gathering,ACTIVE,2026-05-26,2026-05-26
NOM-00000297,FAC-005,2026-05-27,GAS,87129.876,Operations,Processing,ACTIVE,2026-05-27,2026-05-27
NOM-00000298,FAC-005,2026-05-28,GAS,87762.663,Internal Forecast,Interruptible,PENDING,2026-05-28,2026-05-28
NOM-00000299,FAC-005,2026-05-29,NGL,77421.529,Operations,Water Services,ACTIVE,2026-05-29,2026-05-29
NOM-00000300,FAC-005,2026-05-30,NGL,79141.523,Operations,Firm,ACTIVE,2026-05-30,2026-05-30
NOM-00000301,FAC-006,2026-04-01,CRUDE,77957.748,Third-Party,Firm,ACTIVE,2026-04-01,2026-04-01
NOM-00000302,FAC-006,2026-04-02,NGL,90037.178,Operations,Processing,ACTIVE,2026-04-02,2026-04-02
NOM-00000303,FAC-006,2026-04-03,GAS,74278.989,Commercial,Interruptible,ACTIVE,2026-04-03,2026-04-03
NOM-00000304,FAC-006,2026-04-04,GAS,89385.541,Third-Party,Processing,ACTIVE,2026-04-04,2026-04-04
NOM-00000305,FAC-006,2026-04-05,PRODUCED_WATER,69501.898,Affiliate,Processing,ACTIVE,2026-04-05,2026-04-05
NOM-00000306,FAC-006,2026-04-06,CRUDE,83534.973,Operations,Gathering,ACTIVE,2026-04-06,2026-04-06
NOM-00000307,FAC-006,2026-04-07,CRUDE,65096.215,Commercial,Interruptible,ACTIVE,2026-04-07,2026-04-07
NOM-00000308,FAC-006,2026-04-08,GAS,81280.405,Third-Party,Processing,ACTIVE,2026-04-08,2026-04-08
NOM-00000309,FAC-006,2026-04-09,GAS,88574.517,Affiliate,Processing,ACTIVE,2026-04-09,2026-04-09
NOM-00000310,FAC-006,2026-04-10,GAS,84969.393,Commercial,Processing,ACTIVE,2026-04-10,2026-04-10
NOM-00000311,FAC-006,2026-04-11,NGL,86241.61,Commercial,Processing,ACTIVE,2026-04-11,2026-04-11
NOM-00000312,FAC-006,2026-04-12,GAS,77936.109,Internal Forecast,Gathering,ACTIVE,2026-04-12,2026-04-12
NOM-00000313,FAC-006,2026-04-13,GAS,73506.026,Operations,Gathering,ACTIVE,2026-04-13,2026-04-13
NOM-00000314,FAC-006,2026-04-14,PRODUCED_WATER,61773.133,Third-Party,Firm,ACTIVE,2026-04-14,2026-04-14
NOM-00000315,FAC-006,2026-04-15,PRODUCED_WATER,82917.545,Operations,Gathering,ACTIVE,2026-04-15,2026-04-15
NOM-00000316,FAC-006,2026-04-16,GAS,84806.124,Commercial,Gathering,ACTIVE,2026-04-16,2026-04-16
NOM-00000317,FAC-006,2026-04-17,PRODUCED_WATER,81705.016,Third-Party,Processing,ACTIVE,2026-04-17,2026-04-17
NOM-00000318,FAC-006,2026-04-18,PRODUCED_WATER,84749.376,Commercial,Interruptible,ACTIVE,2026-04-18,2026-04-18
NOM-00000319,FAC-006,2026-04-19,NGL,73942.651,Operations,Processing,ACTIVE,2026-04-19,2026-04-19
NOM-00000320,FAC-006,2026-04-20,PRODUCED_WATER,85576.785,Commercial,Interruptible,ACTIVE,2026-04-20,2026-04-20
NOM-00000321,FAC-006,2026-04-21,GAS,81923.406,Operations,Gathering,ACTIVE,2026-04-21,2026-04-21
NOM-00000322,FAC-006,2026-04-22,PRODUCED_WATER,76050.023,Affiliate,Interruptible,ACTIVE,2026-04-22,2026-04-22
NOM-00000323,FAC-006,2026-04-23,PRODUCED_WATER,81277.065,Third-Party,Gathering,ACTIVE,2026-04-23,2026-04-23
NOM-00000324,FAC-006,2026-04-24,GAS,75619.188,Affiliate,Gathering,ACTIVE,2026-04-24,2026-04-24
NOM-00000325,FAC-006,2026-04-25,GAS,85397.634,Operations,Interruptible,ACTIVE,2026-04-25,2026-04-25
NOM-00000326,FAC-006,2026-04-26,GAS,79665.955,Third-Party,Firm,ACTIVE,2026-04-26,2026-04-26
NOM-00000327,FAC-006,2026-04-27,CRUDE,80817.375,Affiliate,Gathering,ACTIVE,2026-04-27,2026-04-27
NOM-00000328,FAC-006,2026-04-28,CRUDE,78575.999,Commercial,Gathering,ACTIVE,2026-04-28,2026-04-28
NOM-00000329,FAC-006,2026-04-29,GAS,66593.465,Internal Forecast,Interruptible,PENDING,2026-04-29,2026-04-29
NOM-00000330,FAC-006,2026-04-30,GAS,83869.846,Affiliate,Firm,ACTIVE,2026-04-30,2026-04-30
NOM-00000331,FAC-006,2026-05-01,GAS,93895.819,Operations,Processing,ACTIVE,2026-05-01,2026-05-01
NOM-00000332,FAC-006,2026-05-02,GAS,82923.063,Commercial,Water Services,ACTIVE,2026-05-02,2026-05-02
NOM-00000333,FAC-006,2026-05-03,GAS,83469.036,Internal Forecast,Gathering,ACTIVE,2026-05-03,2026-05-03
NOM-00000334,FAC-006,2026-05-04,GAS,79163.62,Internal Forecast,Gathering,ACTIVE,2026-05-04,2026-05-04
NOM-00000335,FAC-006,2026-05-05,PRODUCED_WATER,77875.865,Internal Forecast,Water Services,ACTIVE,2026-05-05,2026-05-05
NOM-00000336,FAC-006,2026-05-06,NGL,82126.419,Affiliate,Water Services,ACTIVE,2026-05-06,2026-05-06
NOM-00000337,FAC-006,2026-05-07,GAS,74752.892,Commercial,Firm,ACTIVE,2026-05-07,2026-05-07
NOM-00000338,FAC-006,2026-05-08,PRODUCED_WATER,90208.051,Commercial,Processing,ACTIVE,2026-05-08,2026-05-08
NOM-00000339,FAC-006,2026-05-09,PRODUCED_WATER,76110.635,Third-Party,Water Services,ACTIVE,2026-05-09,2026-05-09
NOM-00000340,FAC-006,2026-05-10,GAS,70026.739,Internal Forecast,Firm,ACTIVE,2026-05-10,2026-05-10
NOM-00000341,FAC-006,2026-05-11,GAS,89236.898,Commercial,Gathering,ACTIVE,2026-05-11,2026-05-11
NOM-00000342,FAC-006,2026-05-12,PRODUCED_WATER,82523.619,Third-Party,Water Services,ACTIVE,2026-05-12,2026-05-12
NOM-00000343,FAC-006,2026-05-13,NGL,91941.876,Affiliate,Gathering,ACTIVE,2026-05-13,2026-05-13
NOM-00000344,FAC-006,2026-05-14,CRUDE,86042.11,Affiliate,Processing,ACTIVE,2026-05-14,2026-05-14
NOM-00000345,FAC-006,2026-05-15,NGL,69948.456,Operations,Interruptible,ACTIVE,2026-05-15,2026-05-15
NOM-00000346,FAC-006,2026-05-16,GAS,88976.569,Third-Party,Firm,ACTIVE,2026-05-16,2026-05-16
NOM-00000347,FAC-006,2026-05-17,CRUDE,81136.165,Third-Party,Interruptible,ACTIVE,2026-05-17,2026-05-17
NOM-00000348,FAC-006,2026-05-18,NGL,70496.976,Internal Forecast,Interruptible,ACTIVE,2026-05-18,2026-05-18
NOM-00000349,FAC-006,2026-05-19,PRODUCED_WATER,78263.103,Commercial,Water Services,ACTIVE,2026-05-19,2026-05-19
NOM-00000350,FAC-006,2026-05-20,PRODUCED_WATER,63629.211,Internal Forecast,Processing,ACTIVE,2026-05-20,2026-05-20
NOM-00000351,FAC-006,2026-05-21,GAS,80331.148,Commercial,Interruptible,ACTIVE,2026-05-21,2026-05-21
NOM-00000352,FAC-006,2026-05-22,CRUDE,91746.031,Commercial,Processing,REVISED,2026-05-22,2026-05-22
NOM-00000353,FAC-006,2026-05-23,GAS,74873.501,Third-Party,Gathering,ACTIVE,2026-05-23,2026-05-23
NOM-00000354,FAC-006,2026-05-24,GAS,80212.067,Commercial,Processing,ACTIVE,2026-05-24,2026-05-24
NOM-00000355,FAC-006,2026-05-25,GAS,86370.188,Operations,Firm,ACTIVE,2026-05-25,2026-05-25
NOM-00000356,FAC-006,2026-05-26,CRUDE,129979.563,Operations,Water Services,ACTIVE,2026-05-26,2026-05-26
NOM-00000357,FAC-006,2026-05-27,GAS,79034.857,Affiliate,Firm,ACTIVE,2026-05-27,2026-05-27
NOM-00000358,FAC-006,2026-05-28,GAS,73348.444,Third-Party,Processing,ACTIVE,2026-05-28,2026-05-28
NOM-00000359,FAC-006,2026-05-29,NGL,68418.633,Third-Party,Interruptible,ACTIVE,2026-05-29,2026-05-29
NOM-00000360,FAC-006,2026-05-30,GAS,81376.251,Operations,Processing,PENDING,2026-05-30,2026-05-30
NOM-00000361,FAC-007,2026-04-01,GAS,75550.373,Operations,Water Services,ACTIVE,2026-04-01,2026-04-01
NOM-00000362,FAC-007,2026-04-02,GAS,76244.624,Affiliate,Water Services,ACTIVE,2026-04-02,2026-04-02
NOM-00000363,FAC-007,2026-04-03,NGL,81140.7,Third-Party,Processing,ACTIVE,2026-04-03,2026-04-03
NOM-00000364,FAC-007,2026-04-04,GAS,68052.52,Operations,Gathering,ACTIVE,2026-04-04,2026-04-04
NOM-00000365,FAC-007,2026-04-05,GAS,53811.008,Third-Party,Water Services,ACTIVE,2026-04-05,2026-04-05
NOM-00000366,FAC-007,2026-04-06,GAS,63602.304,Commercial,Water Services,ACTIVE,2026-04-06,2026-04-06
NOM-00000367,FAC-007,2026-04-07,CRUDE,69383.505,Internal Forecast,Water Services,ACTIVE,2026-04-07,2026-04-07
NOM-00000368,FAC-007,2026-04-08,GAS,77051.803,Internal Forecast,Firm,ACTIVE,2026-04-08,2026-04-08
NOM-00000369,FAC-007,2026-04-09,PRODUCED_WATER,68754.653,Affiliate,Gathering,ACTIVE,2026-04-09,2026-04-09
NOM-00000370,FAC-007,2026-04-10,PRODUCED_WATER,79779.824,Internal Forecast,Gathering,ACTIVE,2026-04-10,2026-04-10
NOM-00000371,FAC-007,2026-04-11,GAS,69696.821,Operations,Gathering,ACTIVE,2026-04-11,2026-04-11
NOM-00000372,FAC-007,2026-04-12,NGL,54428.636,Affiliate,Processing,ACTIVE,2026-04-12,2026-04-12
NOM-00000373,FAC-007,2026-04-13,NGL,63597.045,Operations,Gathering,ACTIVE,2026-04-13,2026-04-13
NOM-00000374,FAC-007,2026-04-14,GAS,65718.435,Third-Party,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000375,FAC-007,2026-04-15,CRUDE,74406.562,Third-Party,Water Services,ACTIVE,2026-04-15,2026-04-15
NOM-00000376,FAC-007,2026-04-16,GAS,75731.368,Affiliate,Firm,ACTIVE,2026-04-16,2026-04-16
NOM-00000377,FAC-007,2026-04-17,PRODUCED_WATER,78098.589,Affiliate,Water Services,PENDING,2026-04-17,2026-04-17
NOM-00000378,FAC-007,2026-04-18,NGL,65527.824,Affiliate,Processing,ACTIVE,2026-04-18,2026-04-18
NOM-00000379,FAC-007,2026-04-19,PRODUCED_WATER,65542.236,Affiliate,Interruptible,ACTIVE,2026-04-19,2026-04-19
NOM-00000380,FAC-007,2026-04-20,GAS,70954.959,Third-Party,Gathering,ACTIVE,2026-04-20,2026-04-20
NOM-00000381,FAC-007,2026-04-21,GAS,64739.022,Commercial,Interruptible,ACTIVE,2026-04-21,2026-04-21
NOM-00000382,FAC-007,2026-04-22,NGL,78850.162,Affiliate,Firm,ACTIVE,2026-04-22,2026-04-22
NOM-00000383,FAC-007,2026-04-23,GAS,66242.068,Internal Forecast,Processing,ACTIVE,2026-04-23,2026-04-23
NOM-00000384,FAC-007,2026-04-24,CRUDE,73218.566,Internal Forecast,Gathering,ACTIVE,2026-04-24,2026-04-24
NOM-00000385,FAC-007,2026-04-25,NGL,71709.132,Operations,Gathering,ACTIVE,2026-04-25,2026-04-25
NOM-00000386,FAC-007,2026-04-26,GAS,66850.684,Affiliate,Water Services,ACTIVE,2026-04-26,2026-04-26
NOM-00000387,FAC-007,2026-04-27,GAS,67196.808,Internal Forecast,Firm,ACTIVE,2026-04-27,2026-04-27
NOM-00000388,FAC-007,2026-04-28,GAS,68515.671,Affiliate,Water Services,ACTIVE,2026-04-28,2026-04-28
NOM-00000389,FAC-007,2026-04-29,GAS,72071.123,Internal Forecast,Interruptible,ACTIVE,2026-04-29,2026-04-29
NOM-00000390,FAC-007,2026-04-30,PRODUCED_WATER,77285.979,Affiliate,Gathering,REVISED,2026-04-30,2026-04-30
NOM-00000391,FAC-007,2026-05-01,GAS,66065.534,Third-Party,Processing,ACTIVE,2026-05-01,2026-05-01
NOM-00000392,FAC-007,2026-05-02,GAS,75781.863,Affiliate,Water Services,PENDING,2026-05-02,2026-05-02
NOM-00000393,FAC-007,2026-05-03,GAS,54544.223,Affiliate,Processing,ACTIVE,2026-05-03,2026-05-03
NOM-00000394,FAC-007,2026-05-04,GAS,64669.205,Internal Forecast,Water Services,ACTIVE,2026-05-04,2026-05-04
NOM-00000395,FAC-007,2026-05-05,GAS,57471.604,Operations,Interruptible,ACTIVE,2026-05-05,2026-05-05
NOM-00000396,FAC-007,2026-05-06,GAS,75622.939,Operations,Interruptible,ACTIVE,2026-05-06,2026-05-06
NOM-00000397,FAC-007,2026-05-07,NGL,70342.738,Third-Party,Interruptible,ACTIVE,2026-05-07,2026-05-07
NOM-00000398,FAC-007,2026-05-08,NGL,65191.438,Third-Party,Interruptible,ACTIVE,2026-05-08,2026-05-08
NOM-00000399,FAC-007,2026-05-09,GAS,66813.12,Commercial,Water Services,ACTIVE,2026-05-09,2026-05-09
NOM-00000400,FAC-007,2026-05-10,CRUDE,62226.675,Third-Party,Firm,ACTIVE,2026-05-10,2026-05-10
NOM-00000401,FAC-007,2026-05-11,GAS,65285.679,Third-Party,Firm,ACTIVE,2026-05-11,2026-05-11
NOM-00000402,FAC-007,2026-05-12,CRUDE,62381.506,Internal Forecast,Processing,ACTIVE,2026-05-12,2026-05-12
NOM-00000403,FAC-007,2026-05-13,GAS,75814.872,Operations,Interruptible,ACTIVE,2026-05-13,2026-05-13
NOM-00000404,FAC-007,2026-05-14,GAS,57360.281,Affiliate,Water Services,ACTIVE,2026-05-14,2026-05-14
NOM-00000405,FAC-007,2026-05-15,GAS,69030.822,Internal Forecast,Gathering,ACTIVE,2026-05-15,2026-05-15
NOM-00000406,FAC-007,2026-05-16,GAS,70706.785,Affiliate,Interruptible,ACTIVE,2026-05-16,2026-05-16
NOM-00000407,FAC-007,2026-05-17,GAS,64665.743,Operations,Processing,ACTIVE,2026-05-17,2026-05-17
NOM-00000408,FAC-007,2026-05-18,PRODUCED_WATER,60592.419,Commercial,Firm,ACTIVE,2026-05-18,2026-05-18
NOM-00000409,FAC-007,2026-05-19,PRODUCED_WATER,77544.988,Operations,Water Services,ACTIVE,2026-05-19,2026-05-19
NOM-00000410,FAC-007,2026-05-20,PRODUCED_WATER,56026.546,Operations,Interruptible,ACTIVE,2026-05-20,2026-05-20
NOM-00000411,FAC-007,2026-05-21,GAS,69639.297,Operations,Processing,ACTIVE,2026-05-21,2026-05-21
NOM-00000412,FAC-007,2026-05-22,GAS,75369.633,Affiliate,Water Services,ACTIVE,2026-05-22,2026-05-22
NOM-00000413,FAC-007,2026-05-23,GAS,69966.987,Internal Forecast,Water Services,ACTIVE,2026-05-23,2026-05-23
NOM-00000414,FAC-007,2026-05-24,PRODUCED_WATER,71507.668,Affiliate,Firm,ACTIVE,2026-05-24,2026-05-24
NOM-00000415,FAC-007,2026-05-25,NGL,60983.154,Third-Party,Water Services,ACTIVE,2026-05-25,2026-05-25
NOM-00000416,FAC-007,2026-05-26,GAS,68696.594,Affiliate,Firm,ACTIVE,2026-05-26,2026-05-26
NOM-00000417,FAC-007,2026-05-27,GAS,58938.58,Third-Party,Processing,ACTIVE,2026-05-27,2026-05-27
NOM-00000418,FAC-007,2026-05-28,GAS,69104.212,Commercial,Water Services,ACTIVE,2026-05-28,2026-05-28
NOM-00000419,FAC-007,2026-05-29,GAS,69320.235,Third-Party,Water Services,ACTIVE,2026-05-29,2026-05-29
NOM-00000420,FAC-007,2026-05-30,GAS,81285.611,Affiliate,Gathering,ACTIVE,2026-05-30,2026-05-30
NOM-00000421,FAC-008,2026-04-01,CRUDE,84447.067,Third-Party,Processing,PENDING,2026-04-01,2026-04-01
NOM-00000422,FAC-008,2026-04-02,PRODUCED_WATER,77943.79,Third-Party,Gathering,ACTIVE,2026-04-02,2026-04-02
NOM-00000423,FAC-008,2026-04-03,GAS,67479.956,Internal Forecast,Interruptible,ACTIVE,2026-04-03,2026-04-03
NOM-00000424,FAC-008,2026-04-04,NGL,75896.278,Operations,Firm,ACTIVE,2026-04-04,2026-04-04
NOM-00000425,FAC-008,2026-04-05,GAS,73375.323,Operations,Gathering,ACTIVE,2026-04-05,2026-04-05
NOM-00000426,FAC-008,2026-04-06,PRODUCED_WATER,70457.74,Third-Party,Gathering,ACTIVE,2026-04-06,2026-04-06
NOM-00000427,FAC-008,2026-04-07,GAS,66528.048,Internal Forecast,Gathering,ACTIVE,2026-04-07,2026-04-07
NOM-00000428,FAC-008,2026-04-08,GAS,71258.942,Commercial,Firm,ACTIVE,2026-04-08,2026-04-08
NOM-00000429,FAC-008,2026-04-09,NGL,75684.109,Commercial,Interruptible,ACTIVE,2026-04-09,2026-04-09
NOM-00000430,FAC-008,2026-04-10,GAS,76653.736,Affiliate,Gathering,ACTIVE,2026-04-10,2026-04-10
NOM-00000431,FAC-008,2026-04-11,GAS,70034.88,Operations,Processing,ACTIVE,2026-04-11,2026-04-11
NOM-00000432,FAC-008,2026-04-12,GAS,75005.92,Commercial,Interruptible,ACTIVE,2026-04-12,2026-04-12
NOM-00000433,FAC-008,2026-04-13,NGL,77628.909,Internal Forecast,Water Services,ACTIVE,2026-04-13,2026-04-13
NOM-00000434,FAC-008,2026-04-14,GAS,73240.852,Internal Forecast,Water Services,ACTIVE,2026-04-14,2026-04-14
NOM-00000435,FAC-008,2026-04-15,GAS,71457.266,Affiliate,Firm,ACTIVE,2026-04-15,2026-04-15
NOM-00000436,FAC-008,2026-04-16,CRUDE,75269.132,Commercial,Processing,ACTIVE,2026-04-16,2026-04-16
NOM-00000437,FAC-008,2026-04-17,GAS,69998.388,Affiliate,Firm,REVISED,2026-04-17,2026-04-17
NOM-00000438,FAC-008,2026-04-18,GAS,90127.005,Operations,Interruptible,ACTIVE,2026-04-18,2026-04-18
NOM-00000439,FAC-008,2026-04-19,GAS,72093.729,Commercial,Gathering,ACTIVE,2026-04-19,2026-04-19
NOM-00000440,FAC-008,2026-04-20,NGL,70823.083,Affiliate,Water Services,ACTIVE,2026-04-20,2026-04-20
NOM-00000441,FAC-008,2026-04-21,NGL,76369.873,Commercial,Processing,ACTIVE,2026-04-21,2026-04-21
NOM-00000442,FAC-008,2026-04-22,GAS,74350.973,Affiliate,Interruptible,ACTIVE,2026-04-22,2026-04-22
NOM-00000443,FAC-008,2026-04-23,GAS,68690.307,Operations,Firm,ACTIVE,2026-04-23,2026-04-23
