flowcal_record_id,meter_id,facility_id,production_date,gas_day,measured_volume,corrected_volume,estimated_flag,validation_status,exception_code,approved_flag,close_status,flowcal_batch_id,extracted_timestamp,last_updated_timestamp
FCAL-00000577,MTR-010,FAC-002,2026-05-07,2026-05-07,12572.942,12589.109,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00000578,MTR-010,FAC-002,2026-05-08,2026-05-08,12429.266,12610.325,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00000579,MTR-010,FAC-002,2026-05-09,2026-05-09,12367.175,12234.422,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00000580,MTR-010,FAC-002,2026-05-10,2026-05-10,11718.455,11678.674,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00000581,MTR-010,FAC-002,2026-05-11,2026-05-11,11889.971,11851.141,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00000582,MTR-010,FAC-002,2026-05-12,2026-05-12,12053.329,11864.515,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00000583,MTR-010,FAC-002,2026-05-13,2026-05-13,12075.5,12130.79,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00000584,MTR-010,FAC-002,2026-05-14,2026-05-14,12608.55,12858.367,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00000585,MTR-010,FAC-002,2026-05-15,2026-05-15,12542.722,12502.313,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00000586,MTR-010,FAC-002,2026-05-16,2026-05-16,12033.711,12031.639,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00000587,MTR-010,FAC-002,2026-05-17,2026-05-17,12135.722,12088.3,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00000588,MTR-010,FAC-002,2026-05-18,2026-05-18,11521.978,11719.271,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00000589,MTR-010,FAC-002,2026-05-19,2026-05-19,11642.522,11655.689,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00000590,MTR-010,FAC-002,2026-05-20,2026-05-20,12409.51,12572.875,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00000591,MTR-010,FAC-002,2026-05-21,2026-05-21,12412.989,12365.665,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00000592,MTR-010,FAC-002,2026-05-22,2026-05-22,12208.519,11817.5,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00000593,MTR-010,FAC-002,2026-05-23,2026-05-23,12587.268,12542.461,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00000594,MTR-010,FAC-002,2026-05-24,2026-05-24,12118.771,12055.484,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00000595,MTR-010,FAC-002,2026-05-25,2026-05-25,11822.042,11688.698,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00000596,MTR-010,FAC-002,2026-05-26,2026-05-26,12215.197,12540.253,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
FCAL-00000597,MTR-010,FAC-002,2026-05-27,2026-05-27,12256.496,12236.605,N,VALIDATED,,Y,CLOSED,FCAL-20260527,2026-05-28T06:00:00,2026-05-28T07:00:00
FCAL-00000598,MTR-010,FAC-002,2026-05-28,2026-05-28,12591.456,12409.061,N,VALIDATED,,Y,CLOSED,FCAL-20260528,2026-05-29T06:00:00,2026-05-29T07:00:00
FCAL-00000599,MTR-010,FAC-002,2026-05-29,2026-05-29,12391.67,12459.159,N,VALIDATED,,Y,CLOSED,FCAL-20260529,2026-05-30T06:00:00,2026-05-30T07:00:00
FCAL-00000600,MTR-010,FAC-002,2026-05-30,2026-05-30,12311.906,12097.397,N,VALIDATED,,Y,CLOSED,FCAL-20260530,2026-05-31T06:00:00,2026-05-31T07:00:00
FCAL-00000601,MTR-011,FAC-003,2026-04-01,2026-04-01,19261.602,19102.988,N,VALIDATED,,Y,CLOSED,FCAL-20260401,2026-04-02T06:00:00,2026-04-02T07:00:00
FCAL-00000602,MTR-011,FAC-003,2026-04-02,2026-04-02,19417.511,19384.443,N,VALIDATED,,Y,CLOSED,FCAL-20260402,2026-04-03T06:00:00,2026-04-03T07:00:00
FCAL-00000603,MTR-011,FAC-003,2026-04-03,2026-04-03,19531.162,19748.543,N,VALIDATED,,Y,CLOSED,FCAL-20260403,2026-04-04T06:00:00,2026-04-04T07:00:00
FCAL-00000604,MTR-011,FAC-003,2026-04-04,2026-04-04,19242.407,19019.938,N,VALIDATED,,Y,CLOSED,FCAL-20260404,2026-04-05T06:00:00,2026-04-05T07:00:00
FCAL-00000605,MTR-011,FAC-003,2026-04-05,2026-04-05,18789.11,18640.585,N,VALIDATED,,Y,CLOSED,FCAL-20260405,2026-04-06T06:00:00,2026-04-06T07:00:00
FCAL-00000606,MTR-011,FAC-003,2026-04-06,2026-04-06,18190.938,18104.022,N,VALIDATED,,Y,CLOSED,FCAL-20260406,2026-04-07T06:00:00,2026-04-07T07:00:00
FCAL-00000607,MTR-011,FAC-003,2026-04-07,2026-04-07,19432.29,19557.138,N,VALIDATED,,Y,CLOSED,FCAL-20260407,2026-04-08T06:00:00,2026-04-08T07:00:00
FCAL-00000608,MTR-011,FAC-003,2026-04-08,2026-04-08,19253.124,19413.72,N,VALIDATED,,Y,CLOSED,FCAL-20260408,2026-04-09T06:00:00,2026-04-09T07:00:00
FCAL-00000609,MTR-011,FAC-003,2026-04-09,2026-04-09,19412.063,19433.548,N,VALIDATED,,Y,CLOSED,FCAL-20260409,2026-04-10T06:00:00,2026-04-10T07:00:00
FCAL-00000610,MTR-011,FAC-003,2026-04-10,2026-04-10,19603.57,19661.62,N,VALIDATED,,Y,CLOSED,FCAL-20260410,2026-04-11T06:00:00,2026-04-11T07:00:00
FCAL-00000611,MTR-011,FAC-003,2026-04-11,2026-04-11,19287.148,19051.254,N,VALIDATED,,Y,CLOSED,FCAL-20260411,2026-04-12T06:00:00,2026-04-12T07:00:00
FCAL-00000612,MTR-011,FAC-003,2026-04-12,2026-04-12,18817.852,18586.957,N,VALIDATED,,Y,CLOSED,FCAL-20260412,2026-04-13T06:00:00,2026-04-13T07:00:00
FCAL-00000613,MTR-011,FAC-003,2026-04-13,2026-04-13,18564.728,18241.203,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00000614,MTR-011,FAC-003,2026-04-14,2026-04-14,18900.148,18949.641,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00000615,MTR-011,FAC-003,2026-04-15,2026-04-15,19657.393,19554.562,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00000616,MTR-011,FAC-003,2026-04-16,2026-04-16,19744.192,19786.493,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00000617,MTR-011,FAC-003,2026-04-17,2026-04-17,19483.621,19158.997,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00000618,MTR-011,FAC-003,2026-04-18,2026-04-18,24344.169,24535.297,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00000619,MTR-011,FAC-003,2026-04-19,2026-04-19,18450.62,18380.115,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00000620,MTR-011,FAC-003,2026-04-20,2026-04-20,18137.346,18204.823,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00000621,MTR-011,FAC-003,2026-04-21,2026-04-21,18649.236,18716.181,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00000622,MTR-011,FAC-003,2026-04-22,2026-04-22,19312.402,19326.63,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00000623,MTR-011,FAC-003,2026-04-23,2026-04-23,19645.166,19822.172,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00000624,MTR-011,FAC-003,2026-04-24,2026-04-24,19785.888,20022.941,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00000625,MTR-011,FAC-003,2026-04-25,2026-04-25,19220.309,19374.751,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00000626,MTR-011,FAC-003,2026-04-26,2026-04-26,18326.168,18410.806,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00000627,MTR-011,FAC-003,2026-04-27,2026-04-27,18866.316,19157.729,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00000628,MTR-011,FAC-003,2026-04-28,2026-04-28,18527.654,18439.516,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00000629,MTR-011,FAC-003,2026-04-29,2026-04-29,19076.759,18975.464,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00000630,MTR-011,FAC-003,2026-04-30,2026-04-30,19635.963,19660.504,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00000631,MTR-011,FAC-003,2026-05-01,2026-05-01,19295.234,19426.039,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00000632,MTR-011,FAC-003,2026-05-02,2026-05-02,19029.462,19198.531,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
FCAL-00000633,MTR-011,FAC-003,2026-05-03,2026-05-03,18493.295,18623.385,N,VALIDATED,,Y,CLOSED,FCAL-20260503,2026-05-04T06:00:00,2026-05-04T07:00:00
FCAL-00000634,MTR-011,FAC-003,2026-05-04,2026-05-04,18465.571,18250.711,N,VALIDATED,,Y,CLOSED,FCAL-20260504,2026-05-05T06:00:00,2026-05-05T07:00:00
FCAL-00000635,MTR-011,FAC-003,2026-05-05,2026-05-05,18787.728,18398.412,N,VALIDATED,,Y,CLOSED,FCAL-20260505,2026-05-06T06:00:00,2026-05-06T07:00:00
FCAL-00000636,MTR-011,FAC-003,2026-05-06,2026-05-06,19323.491,19118.356,N,VALIDATED,,Y,CLOSED,FCAL-20260506,2026-05-07T06:00:00,2026-05-07T07:00:00
FCAL-00000637,MTR-011,FAC-003,2026-05-07,2026-05-07,19438.626,19641.984,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00000638,MTR-011,FAC-003,2026-05-08,2026-05-08,19639.334,19563.404,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00000639,MTR-011,FAC-003,2026-05-09,2026-05-09,19138.305,18548.29,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00000640,MTR-011,FAC-003,2026-05-10,2026-05-10,18769.822,18550.104,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00000641,MTR-011,FAC-003,2026-05-11,2026-05-11,18665.323,18930.341,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00000642,MTR-011,FAC-003,2026-05-12,2026-05-12,19089.086,18941.599,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00000643,MTR-011,FAC-003,2026-05-13,2026-05-13,19170.468,19410.735,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00000644,MTR-011,FAC-003,2026-05-14,2026-05-14,19851.156,19918.829,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00000645,MTR-011,FAC-003,2026-05-15,2026-05-15,19162.036,19032.038,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00000646,MTR-011,FAC-003,2026-05-16,2026-05-16,18871.618,19056.877,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00000647,MTR-011,FAC-003,2026-05-17,2026-05-17,19029.702,19215.074,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00000648,MTR-011,FAC-003,2026-05-18,2026-05-18,18796.496,18779.438,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00000649,MTR-011,FAC-003,2026-05-19,2026-05-19,19479.126,19796.731,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00000650,MTR-011,FAC-003,2026-05-20,2026-05-20,19440.789,19819.367,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00000651,MTR-011,FAC-003,2026-05-21,2026-05-21,19589.01,19640.609,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00000652,MTR-011,FAC-003,2026-05-22,2026-05-22,19349.116,19424.73,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00000653,MTR-011,FAC-003,2026-05-23,2026-05-23,18935.879,19215.251,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00000654,MTR-011,FAC-003,2026-05-24,2026-05-24,18465.339,18568.073,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00000655,MTR-011,FAC-003,2026-05-25,2026-05-25,18628.044,18724.243,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00000656,MTR-011,FAC-003,2026-05-26,2026-05-26,19204.155,19040.682,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
FCAL-00000657,MTR-011,FAC-003,2026-05-27,2026-05-27,19255.677,19240.108,N,VALIDATED,,Y,CLOSED,FCAL-20260527,2026-05-28T06:00:00,2026-05-28T07:00:00
FCAL-00000658,MTR-011,FAC-003,2026-05-28,2026-05-28,19530.724,19210.67,N,VALIDATED,,Y,CLOSED,FCAL-20260528,2026-05-29T06:00:00,2026-05-29T07:00:00
FCAL-00000659,MTR-011,FAC-003,2026-05-29,2026-05-29,19929.591,19537.336,N,VALIDATED,,Y,CLOSED,FCAL-20260529,2026-05-30T06:00:00,2026-05-30T07:00:00
FCAL-00000660,MTR-011,FAC-003,2026-05-30,2026-05-30,19040.393,18827.981,N,VALIDATED,,Y,CLOSED,FCAL-20260530,2026-05-31T06:00:00,2026-05-31T07:00:00
FCAL-00000661,MTR-012,FAC-003,2026-04-01,2026-04-01,21058.066,20812.338,N,VALIDATED,,Y,CLOSED,FCAL-20260401,2026-04-02T06:00:00,2026-04-02T07:00:00
FCAL-00000662,MTR-012,FAC-003,2026-04-02,2026-04-02,21400.513,21468.611,N,VALIDATED,,Y,CLOSED,FCAL-20260402,2026-04-03T06:00:00,2026-04-03T07:00:00
FCAL-00000663,MTR-012,FAC-003,2026-04-03,2026-04-03,21236.244,20845.644,N,VALIDATED,,Y,CLOSED,FCAL-20260403,2026-04-04T06:00:00,2026-04-04T07:00:00
FCAL-00000664,MTR-012,FAC-003,2026-04-04,2026-04-04,20839.408,20860.8,N,VALIDATED,,Y,CLOSED,FCAL-20260404,2026-04-05T06:00:00,2026-04-05T07:00:00
FCAL-00000665,MTR-012,FAC-003,2026-04-05,2026-04-05,20492.76,20724.924,N,VALIDATED,,Y,CLOSED,FCAL-20260405,2026-04-06T06:00:00,2026-04-06T07:00:00
FCAL-00000666,MTR-012,FAC-003,2026-04-06,2026-04-06,20694.145,20801.779,N,VALIDATED,,Y,CLOSED,FCAL-20260406,2026-04-07T06:00:00,2026-04-07T07:00:00
FCAL-00000667,MTR-012,FAC-003,2026-04-07,2026-04-07,20597.926,20510.677,N,VALIDATED,,Y,CLOSED,FCAL-20260407,2026-04-08T06:00:00,2026-04-08T07:00:00
FCAL-00000668,MTR-012,FAC-003,2026-04-08,2026-04-08,21246.607,21276.771,N,VALIDATED,,Y,CLOSED,FCAL-20260408,2026-04-09T06:00:00,2026-04-09T07:00:00
FCAL-00000669,MTR-012,FAC-003,2026-04-09,2026-04-09,21266.354,21415.427,N,VALIDATED,,Y,CLOSED,FCAL-20260409,2026-04-10T06:00:00,2026-04-10T07:00:00
FCAL-00000670,MTR-012,FAC-003,2026-04-10,2026-04-10,21823.654,21637.847,N,VALIDATED,,Y,CLOSED,FCAL-20260410,2026-04-11T06:00:00,2026-04-11T07:00:00
FCAL-00000671,MTR-012,FAC-003,2026-04-11,2026-04-11,21883.719,21823.131,N,VALIDATED,,Y,CLOSED,FCAL-20260411,2026-04-12T06:00:00,2026-04-12T07:00:00
FCAL-00000672,MTR-012,FAC-003,2026-04-12,2026-04-12,20978.833,20976.955,N,VALIDATED,,Y,CLOSED,FCAL-20260412,2026-04-13T06:00:00,2026-04-13T07:00:00
FCAL-00000673,MTR-012,FAC-003,2026-04-13,2026-04-13,20124.664,20058.541,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00000674,MTR-012,FAC-003,2026-04-14,2026-04-14,20927.62,21006.72,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00000675,MTR-012,FAC-003,2026-04-15,2026-04-15,21032.707,20959.77,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00000676,MTR-012,FAC-003,2026-04-16,2026-04-16,22034.394,21942.115,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00000677,MTR-012,FAC-003,2026-04-17,2026-04-17,21679.428,22002.412,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00000678,MTR-012,FAC-003,2026-04-18,2026-04-18,28144.848,27850.471,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00000679,MTR-012,FAC-003,2026-04-19,2026-04-19,21096.206,21294.415,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00000680,MTR-012,FAC-003,2026-04-20,2026-04-20,20545.908,20247.708,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00000681,MTR-012,FAC-003,2026-04-21,2026-04-21,20193.495,19901.081,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00000682,MTR-012,FAC-003,2026-04-22,2026-04-22,20857.89,21098.758,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00000683,MTR-012,FAC-003,2026-04-23,2026-04-23,22187.391,22430.088,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00000684,MTR-012,FAC-003,2026-04-24,2026-04-24,21912.963,21949.455,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00000685,MTR-012,FAC-003,2026-04-25,2026-04-25,21214.434,20941.311,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00000686,MTR-012,FAC-003,2026-04-26,2026-04-26,20563.686,20432.932,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00000687,MTR-012,FAC-003,2026-04-27,2026-04-27,20323.463,20012.188,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00000688,MTR-012,FAC-003,2026-04-28,2026-04-28,20848.97,20725.031,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00000689,MTR-012,FAC-003,2026-04-29,2026-04-29,21680.479,21756.07,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00000690,MTR-012,FAC-003,2026-04-30,2026-04-30,21411.343,21327.971,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00000691,MTR-012,FAC-003,2026-05-01,2026-05-01,22402.545,22557.547,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00000692,MTR-012,FAC-003,2026-05-02,2026-05-02,20972.219,20883.601,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
FCAL-00000693,MTR-012,FAC-003,2026-05-03,2026-05-03,21218.971,21587.211,N,VALIDATED,,Y,CLOSED,FCAL-20260503,2026-05-04T06:00:00,2026-05-04T07:00:00
FCAL-00000694,MTR-012,FAC-003,2026-05-04,2026-05-04,20824.19,20869.843,N,VALIDATED,,Y,CLOSED,FCAL-20260504,2026-05-05T06:00:00,2026-05-05T07:00:00
FCAL-00000695,MTR-012,FAC-003,2026-05-05,2026-05-05,21140.811,21324.897,N,VALIDATED,,Y,CLOSED,FCAL-20260505,2026-05-06T06:00:00,2026-05-06T07:00:00
FCAL-00000696,MTR-012,FAC-003,2026-05-06,2026-05-06,21035.286,20850.738,N,VALIDATED,,Y,CLOSED,FCAL-20260506,2026-05-07T06:00:00,2026-05-07T07:00:00
FCAL-00000697,MTR-012,FAC-003,2026-05-07,2026-05-07,21196.634,21271.93,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00000698,MTR-012,FAC-003,2026-05-08,2026-05-08,21408.593,21914.214,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00000699,MTR-012,FAC-003,2026-05-09,2026-05-09,21362.574,21710.452,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00000700,MTR-012,FAC-003,2026-05-10,2026-05-10,20549.404,20486.421,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00000701,MTR-012,FAC-003,2026-05-11,2026-05-11,20568.021,20324.372,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00000702,MTR-012,FAC-003,2026-05-12,2026-05-12,20841.03,20669.744,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00000703,MTR-012,FAC-003,2026-05-13,2026-05-13,20910.773,20783.955,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00000704,MTR-012,FAC-003,2026-05-14,2026-05-14,21949.542,22203.062,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00000705,MTR-012,FAC-003,2026-05-15,2026-05-15,21623.242,21363.333,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00000706,MTR-012,FAC-003,2026-05-16,2026-05-16,21084.12,21038.541,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00000707,MTR-012,FAC-003,2026-05-17,2026-05-17,20458.714,20248.844,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00000708,MTR-012,FAC-003,2026-05-18,2026-05-18,20403.271,20180.295,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00000709,MTR-012,FAC-003,2026-05-19,2026-05-19,20730.527,20320.627,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00000710,MTR-012,FAC-003,2026-05-20,2026-05-20,21250.006,21227.508,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00000711,MTR-012,FAC-003,2026-05-21,2026-05-21,21851.945,22242.255,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00000712,MTR-012,FAC-003,2026-05-22,2026-05-22,21776.97,21831.211,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00000713,MTR-012,FAC-003,2026-05-23,2026-05-23,20520.621,20137.026,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00000714,MTR-012,FAC-003,2026-05-24,2026-05-24,20835.454,21064.551,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00000715,MTR-012,FAC-003,2026-05-25,2026-05-25,20149.958,19664.96,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00000716,MTR-012,FAC-003,2026-05-26,2026-05-26,20624.059,20755.372,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
